id,Year,REG,State Name,HLSA Num,Line Num,Service Category,SSBG Expenditures,Total TANF,Total SSBG Expenditures,"Other Fed, State, and Local Funds",Children,Adults 59 and Younger,Adults 60 and Older,Adults Unknown,Total Adults,Total Recipients
23,2017,1,Maine,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,5,8,Employment Services,187982,0,187982,0,9,948,48,93,1089,1098
23,2017,1,Maine,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,1,11,Foster Care Services - Children,0,7786309,7786309,0,2282,0,0,0,0,2282
23,2017,1,Maine,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,8,13,Home-Based Services,1238076,0,1238076,0,0,0,0,86,86,86
23,2017,1,Maine,7,14,Home-Delivered Meals,547144,0,547144,0,0,0,0,4996,4996,4996
23,2017,1,Maine,8,15,Housing Services,325411,0,325411,0,383,943,147,0,1090,1473
23,2017,1,Maine,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,8,20,Prevention and Intervention,1104064,0,1104064,0,314,1709,118,967,2794,3108
23,2017,1,Maine,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,8,28,Transportation,1226437,0,1226437,0,403,2292,967,428,3687,4090
23,2017,1,Maine,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
23,2017,1,Maine,0,31,Administrative Costs,274681,0,274681,0,0,0,0,0,0,0
23,2017,1,Maine,0,32,All Categories,4903795,7786309,12690104,0,3391,5892,1280,6570,13742,17133
24,2017,3,Maryland,1,1,Adoption Services,102747,461856,564603,9029700,3724,2090,98,0,2188,5912
24,2017,3,Maryland,2,2,Case Management,11451163,5667772,17118935,23585101,0,4538,4418,8,8964,8964
24,2017,3,Maryland,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,7,10,Foster Care Services - Adults,1495000,0,1495000,1004034,0,370,372,4,746,746
24,2017,3,Maryland,1,11,Foster Care Services - Children,1001006,5101222,6102228,87369506,7225,0,0,0,0,7225
24,2017,3,Maryland,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,8,13,Home-Based Services,8633779,3525750,12159529,3422046,0,247,1698,5,1950,1950
24,2017,3,Maryland,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,8,20,Prevention and Intervention,188525,847434,1035959,16568102,18157,1556,29,0,1585,19742
24,2017,3,Maryland,7,21,Protective Services - Adults,5414995,0,5414995,3636677,0,1743,5243,42,7028,7028
24,2017,3,Maryland,1,22,Protective Services - Children,1123683,7230168,8353851,98752281,37090,0,0,0,0,37090
24,2017,3,Maryland,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
24,2017,3,Maryland,0,32,All Categories,29410898,22834202,52245100,243367447,66196,10544,11858,59,22461,88657
25,2017,1,Massachusetts,1,1,Adoption Services,1065219,0,1065219,5180323,2818,0,0,0,0,2818
25,2017,1,Massachusetts,2,2,Case Management,3542581,0,3542581,6707694,47414,0,0,45189,45189,92603
25,2017,1,Massachusetts,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,3,6,Day Care - Children,25000,0,25000,0,4,0,0,0,0,4
25,2017,1,Massachusetts,5,7,Education and Training Services,85449,0,85449,415946,0,0,0,594,594,594
25,2017,1,Massachusetts,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,1,11,Foster Care Services - Children,5299293,32998159,38297452,123535961,7644,0,0,1502,1502,9146
25,2017,1,Massachusetts,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,8,13,Home-Based Services,4463430,0,4463430,58975610,47414,0,0,45189,45189,92603
25,2017,1,Massachusetts,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,5,16,Independent/Transitional Living Services,498408,0,498408,2369825,232,0,0,0,0,232
25,2017,1,Massachusetts,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,1,22,Protective Services - Children,177135,0,177135,333629,47414,0,0,45189,45189,92603
25,2017,1,Massachusetts,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,4,24,Residential Treatment,17234911,12938953,30173864,235957300,1840,0,0,378,378,2218
25,2017,1,Massachusetts,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,1,26,Special Services - Youth at Risk,227677,0,227677,420206,50,0,0,0,0,50
25,2017,1,Massachusetts,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
25,2017,1,Massachusetts,0,32,All Categories,32619103,45937112,78556215,433896494,154830,0,0,138041,138041,292871
,2017,1,Massachusetts Commission for the Blind,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,8,13,Home-Based Services,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,6,25,Special Services - Disabled,665390,0,665390,3612581,715,0,0,5146,5146,5861
,2017,1,Massachusetts Commission for the Blind,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
,2017,1,Massachusetts Commission for the Blind,0,32,All Categories,665390,0,665390,3612581,715,0,0,5146,5146,5861
26,2017,5,Michigan,1,1,Adoption Services,47787,104702,152489,3750226,284,0,0,0,0,284
26,2017,5,Michigan,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,7,10,Foster Care Services - Adults,5405172,0,5405172,7000000,0,0,0,26164,26164,26164
26,2017,5,Michigan,1,11,Foster Care Services - Children,7015495,74911705,81927200,39178586,13298,0,0,0,0,13298
26,2017,5,Michigan,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,8,13,Home-Based Services,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,8,15,Housing Services,2403065,0,2403065,0,4754,4655,0,0,4655,9409
26,2017,5,Michigan,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,7,21,Protective Services - Adults,25864121,0,25864121,14500000,0,0,0,41964,41964,41964
26,2017,5,Michigan,1,22,Protective Services - Children,4935417,2263012,7198429,4000000,90776,0,0,0,0,90776
26,2017,5,Michigan,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,1,26,Special Services - Youth at Risk,1902461,0,1902461,904958,70,0,0,0,0,70
26,2017,5,Michigan,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
26,2017,5,Michigan,0,31,Administrative Costs,1013295,0,1013295,0,0,0,0,0,0,0
26,2017,5,Michigan,0,32,All Categories,48586813,77279419,125866232,69333770,109182,4655,0,68128,72783,181965
27,2017,5,Minnesota,1,1,Adoption Services,401899,64272,466171,7050274,3568,266,5,1,272,3840
27,2017,5,Minnesota,2,2,Case Management,7502959,1199879,8702838,151898020,73116,27282,17427,298,45007,118123
27,2017,5,Minnesota,7,3,Congregate Meals,23329,3731,27060,9846,0,0,0,0,0,0
27,2017,5,Minnesota,2,4,Counseling Services,455259,72805,528064,5821041,1293,1099,10,4,1113,2406
27,2017,5,Minnesota,7,5,Day Care - Adults,51274,8200,59474,528886,0,33,9,0,42,42
27,2017,5,Minnesota,3,6,Day Care - Children,439652,0,439652,0,938,0,0,0,0,938
27,2017,5,Minnesota,5,7,Education and Training Services,902835,144382,1047217,11419291,2513,2419,171,4,2594,5107
27,2017,5,Minnesota,5,8,Employment Services,24115,3856,27971,43500,0,14,2,0,16,16
27,2017,5,Minnesota,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
27,2017,5,Minnesota,7,10,Foster Care Services - Adults,38209,6110,44319,353384,0,14,4,0,18,18
27,2017,5,Minnesota,1,11,Foster Care Services - Children,5048757,807401,5856158,96806649,19777,564,0,0,564,20341
27,2017,5,Minnesota,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
27,2017,5,Minnesota,8,13,Home-Based Services,202649,32408,235057,2154561,80,333,640,0,973,1053
27,2017,5,Minnesota,7,14,Home-Delivered Meals,51028,8160,59188,261857,0,0,0,0,0,0
27,2017,5,Minnesota,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
27,2017,5,Minnesota,5,16,Independent/Transitional Living Services,242769,38824,281593,3315247,0,0,0,0,0,0
27,2017,5,Minnesota,2,17,Information and Referral,3390150,542155,3932305,38245637,0,0,0,0,0,0
27,2017,5,Minnesota,8,18,Legal Services,565477,90431,655908,8260033,26,715,69,0,784,810
27,2017,5,Minnesota,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
27,2017,5,Minnesota,8,20,Prevention and Intervention,3831065,612667,4443732,66436107,95361,28598,3121,525,32244,127605
27,2017,5,Minnesota,7,21,Protective Services - Adults,892813,142780,1035593,8430759,15,3690,5434,524,9648,9663
27,2017,5,Minnesota,1,22,Protective Services - Children,2324708,371769,2696477,40191216,39925,5962,99,200,6261,46186
27,2017,5,Minnesota,8,23,Recreation Services,54124,8656,62780,220697,599,193,7,0,200,799
27,2017,5,Minnesota,4,24,Residential Treatment,929198,148598,1077796,13719296,860,60,2,0,62,922
27,2017,5,Minnesota,6,25,Special Services - Disabled,495436,79230,574666,8508567,259,2159,426,0,2585,2844
27,2017,5,Minnesota,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
27,2017,5,Minnesota,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
27,2017,5,Minnesota,8,28,Transportation,621285,99356,720641,9191074,0,0,0,0,0,0
27,2017,5,Minnesota,8,29,Other Services,1903006,304330,2207336,21154178,3314,17947,5216,249,23412,26726
27,2017,5,Minnesota,0,31,Administrative Costs,1317927,0,1317927,0,0,0,0,0,0,0
27,2017,5,Minnesota,0,32,All Categories,31709923,4790000,36499923,494020120,241644,91348,32642,1805,125795,367439
28,2017,4,Mississippi,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,2,2,Case Management,222745,0,222745,74972,0,0,1636,0,1636,1636
28,2017,4,Mississippi,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,7,5,Day Care - Adults,159230,0,159230,57057,0,0,486,0,486,486
28,2017,4,Mississippi,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,4,12,Health-Related Services,32668,0,32668,10890,0,0,55,0,55,55
28,2017,4,Mississippi,8,13,Home-Based Services,1916151,0,1916151,577767,0,0,12436,0,12436,12436
28,2017,4,Mississippi,7,14,Home-Delivered Meals,1288081,0,1288081,491402,0,0,18186,0,18186,18186
28,2017,4,Mississippi,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,2,17,Information and Referral,186520,0,186520,62174,0,0,407,0,407,407
28,2017,4,Mississippi,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,7,21,Protective Services - Adults,1727890,0,1727890,0,0,0,2498,0,2498,2498
28,2017,4,Mississippi,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,1,26,Special Services - Youth at Risk,5226774,0,5226774,0,4855,0,0,0,0,4855
28,2017,4,Mississippi,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
28,2017,4,Mississippi,8,28,Transportation,1080347,0,1080347,278429,0,0,4059,0,4059,4059
28,2017,4,Mississippi,8,29,Other Services,211454,0,211454,57938,0,0,412,0,412,412
28,2017,4,Mississippi,0,31,Administrative Costs,1547702,0,1547702,0,0,0,0,0,0,0
28,2017,4,Mississippi,0,32,All Categories,13599562,0,13599562,1610629,4855,0,40175,0,40175,45030
29,2017,7,Missouri,1,1,Adoption Services,5873619,0,5873619,83937632,27225,0,0,0,0,27225
29,2017,7,Missouri,2,2,Case Management,11469119,20745809,32214928,108355038,45341,0,0,19597,19597,64938
29,2017,7,Missouri,7,3,Congregate Meals,159081,0,159081,8917647,0,0,0,1945,1945,1945
29,2017,7,Missouri,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,3,6,Day Care - Children,150048,0,150048,171099185,662,0,0,0,0,662
29,2017,7,Missouri,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,1,11,Foster Care Services - Children,4676593,0,4676593,66831398,7881,0,0,0,0,7881
29,2017,7,Missouri,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,8,13,Home-Based Services,75958,0,75958,2326547,0,0,0,408,408,408
29,2017,7,Missouri,7,14,Home-Delivered Meals,367944,0,367944,20625996,0,0,0,1156,1156,1156
29,2017,7,Missouri,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,5,16,Independent/Transitional Living Services,312459,0,312459,4465226,1208,0,0,0,0,1208
29,2017,7,Missouri,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,1,22,Protective Services - Children,1488863,0,1488863,21276768,1810,0,0,0,0,1810
29,2017,7,Missouri,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,4,24,Residential Treatment,1315535,955367,2270902,72539080,480,0,0,0,0,480
29,2017,7,Missouri,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
29,2017,7,Missouri,8,28,Transportation,43157,0,43157,2419249,0,0,0,483,483,483
29,2017,7,Missouri,8,29,Other Services,1248768,0,1248768,854553,0,0,0,6853,6853,6853
29,2017,7,Missouri,0,31,Administrative Costs,2624209,0,2624209,0,0,0,0,0,0,0
29,2017,7,Missouri,0,32,All Categories,29805353,21701176,51506529,563648319,84607,0,0,30442,30442,115049
30,2017,8,Montana,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,1,11,Foster Care Services - Children,0,1468228,1468228,37783161,3610,0,0,0,0,3610
30,2017,8,Montana,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,8,13,Home-Based Services,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,7,21,Protective Services - Adults,300000,0,300000,2836662,0,1648,5001,559,7208,7208
30,2017,8,Montana,1,22,Protective Services - Children,0,1107611,1107611,28503086,1334,0,0,0,0,1334
30,2017,8,Montana,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,6,25,Special Services - Disabled,4399199,0,4399199,126399534,934,35,8,0,43,977
30,2017,8,Montana,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
30,2017,8,Montana,0,31,Administrative Costs,69675,0,69675,0,0,0,0,0,0,0
30,2017,8,Montana,0,32,All Categories,4768874,2575839,7344713,195522443,5878,1683,5009,559,7251,13129
31,2017,7,Nebraska,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
31,2017,7,Nebraska,2,2,Case Management,4447209,0,4447209,0,59,6269,2280,0,8549,8608
31,2017,7,Nebraska,7,3,Congregate Meals,37423,0,37423,287611,0,131,368,0,499,499
31,2017,7,Nebraska,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
31,2017,7,Nebraska,7,5,Day Care - Adults,266101,0,266101,2045115,0,609,236,0,845,845
31,2017,7,Nebraska,3,6,Day Care - Children,171063,0,171063,0,31413,0,0,0,0,31413
31,2017,7,Nebraska,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
31,2017,7,Nebraska,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
31,2017,7,Nebraska,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
31,2017,7,Nebraska,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
31,2017,7,Nebraska,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
31,2017,7,Nebraska,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
31,2017,7,Nebraska,8,13,Home-Based Services,232468,0,232468,1786635,0,438,761,0,1199,1199
31,2017,7,Nebraska,7,14,Home-Delivered Meals,155481,0,155481,1194951,0,431,1144,0,1575,1575
